-0.0538949,-0.0306627,-0.0754168,-0.0420218,-0.0740866,-0.187033,0.0311766,-0.0252912,-0.00937337,-0.0251921,-0.0286533,-0.0635196,-0.146056,-0.0580155,0.12313,0.124923,-0.0104018,-0.0970414,-0.197711,-0.181766	-0.0672184,-0.169139,-0.200235,-0.247548,-0.121771,-0.15482,-0.131548,-0.0788063,-0.15188,-0.253556,-0.136581,-0.132336,-0.172043,0.0201605,0.139974,0.166843,0.00999167,-0.0866651,0.0155579,0.0012396	0.0133719,0.139199,0.126732,0.207687,0.0481187,-0.0331737,0.16206,0.053622,0.14271,0.229832,0.108351,0.0694002,0.0266572,-0.0780847,-0.0171392,-0.042812,-0.0203913,-0.0104644,-0.212615,-0.182964
-0.0602427,0.0416667,0.097095,-0.0178113,-0.019575,0.0275605,0.0036658,0.0252994,-0.0111555,0.00262009,-0.0408715,-0.0587284,0.0272251,-0.00374037,-0.116463,-0.064257,-0.240506,-0.182449,0.0408367,-0.0144298	-0.0286108,-0.0317033,0.0728732,-0.0115477,-0.0320449,0.0510476,0.00983556,-0.0470293,-0.00285426,0.123288,0.0375022,-0.0565257,0.174288,0.134837,0.102326,0.022638,-0.0775401,-0.0370286,0.16208,-0.0675987	-0.0316866,0.0732732,0.0243944,-0.00626482,0.0124777,-0.0235202,-0.00616998,0.0722427,-0.00830151,-0.120707,-0.0782537,-0.00221013,-0.147764,-0.138508,-0.216212,-0.0867688,-0.166063,-0.14641,-0.122051,0.0532208
-0.0336482,0.0334543,0.0241408,-0.00752933,0.0174624,0.0657451,0.0481603,0.0294213,0.000806192,0.0233048,0.0176131,0.00878156,0.0667727,-0.131632,0.00423227,-0.256658,-0.346432,-0.0853209,-0.363623,0.0234132	-0.0404455,-0.0583753,-0.000163666,-0.0446654,-0.0463964,0.102546,-0.0270721,-0.0701806,-0.0412419,0.0943882,0.0531113,-0.0163609,0.112155,0.0877721,0.104244,0.0403441,-0.276851,0.0621482,0.0457143,-0.0824861	0.00680658,0.0916506,0.0243044,0.0371486,0.0638071,-0.0370509,0.0751344,0.0993967,0.0420467,-0.0712401,-0.0355314,0.0251388,-0.0457245,-0.216899,-0.100056,-0.293958,-0.0769623,-0.146691,-0.402644,0.105695
-0.0605967,0.0319509,0.13833,-0.00654695,0.0420902,0.0479148,0.0687593,0.0262324,0.044993,0.0246914,0.105152,-0.00157418,0.0193734,-0.112479,0.131777,0.183333,-0.0173317,0.196248,0.0672658,0.319887	-0.0112268,0.0755129,0.159126,-0.00131628,0.0119501,0.0355107,0.00108899,0.074272,0.0729822,0.0464096,0.0814917,-0.0137998,0.154388,0.0876885,0.0825254,0.0557621,0.220831,0.276956,0.0871012,0.206979	-0.0494035,-0.0436674,-0.0212639,-0.00523071,0.0301553,0.0124252,0.0676754,-0.0481334,-0.0280814,-0.0217432,0.0238645,0.0122259,-0.13542,-0.198212,0.0497936,0.128889,-0.237255,-0.0853468,-0.0199524,0.120913
-0.103711,-0.128201,-0.175702,-0.196144,-0.0977192,-0.113827,-0.0838752,-0.165597,-0.157114,-0.313127,-0.153503,-0.136641,-0.0871212,-0.0525077,0.11567,-0.0184966,-0.0840774,0.013544,0.0917739,0.295345	-0.0723594,-0.0188931,-0.100022,-0.0289396,-0.118178,-0.114729,-0.019485,-0.083953,-0.0855237,-0.155872,-0.0139148,-0.0590682,0.0871159,0.0628632,0.10316,0.0360451,-0.115025,0.141767,0.109153,0.172064	-0.0315887,-0.109573,-0.0770346,-0.168159,0.0206981,0.000913659,-0.0644955,-0.0827952,-0.0725658,-0.165325,-0.139887,-0.0782042,-0.172925,-0.114991,0.0126611,-0.0545053,0.03125,-0.12847,-0.0175549,0.129881
-0.00789192,0.0226597,0.0876093,0.0602243,0.0345385,0.0175708,0.0324931,-0.0209084,0.029151,0.100124,0.0127406,0.0574028,0.0437158,-0.0483842,-0.0405466,-0.179512,-0.265306,-0.158718,-0.243298,-0.00680272	-0.0138279,-0.0379696,0.0471579,-0.0197443,-0.00887074,0.0194838,-0.0901387,-0.045544,-0.0494101,0.0678715,0.0845321,-0.00794585,0.102197,0.142061,0.133333,0.0917197,-0.251315,0.0080981,0.0709459,-0.0584984	0.00593668,0.0605772,0.0406193,0.0798736,0.043396,-0.00191371,0.122274,0.024659,0.0784482,0.0324733,-0.0718689,0.0653188,-0.0587432,-0.189145,-0.172945,-0.266838,-0.0149901,-0.166602,-0.308912,0.0517162
0.215171,0.237327,0.198856,0.289368,0.249162,0.294224,0.342073,0.253742,0.289742,0.273203,0.266145,0.196437,0.104949,0.0621879,0.160524,-0.0855038,0.061244,0.0356977,-0.22907,0.0949848	0.172382,0.213344,0.198513,0.237801,0.190033,0.308394,0.248115,0.218767,0.232641,0.218942,0.222161,0.165967,0.034079,0.162582,0.03641,0.148521,0.0301904,0.0250384,0.140146,0.0467819	0.0444371,0.0252621,0.000357015,0.0553774,0.0620677,-0.0155844,0.102673,0.0370305,0.0612284,0.0577141,0.046748,0.0314961,0.071124,-0.101419,0.124843,-0.231091,0.0311111,0.0106688,-0.357732,0.048418
-0.0741911,-0.0750742,0.0231815,-0.0639971,0.0147995,0.0105831,0.0247634,-0.0732676,0.00672414,0.0350419,0.0716428,-0.0408359,0.0683278,-0.113208,-0.00574581,0.0643059,-0.145161,-0.0966698,0.169858,-0.0697272	-0.0596148,0.0358923,0.0657785,-0.0655349,-0.000677851,-0.0233501,-0.0427287,0.043486,0.0242063,-0.0724904,-0.0308011,-0.0546107,0.0392304,-0.0928534,-0.26366,-0.133933,-0.186618,-0.2009,0.0671158,-0.0874317	-0.0146411,-0.110668,-0.0426621,0.00154427,0.0154772,0.0339247,0.0674208,-0.116383,-0.017485,0.10726,0.102218,0.0138056,0.0291756,-0.0205704,0.258305,0.196546,0.0426106,0.106295,0.103927,0.0178131
-0.116658,-0.200801,-0.187455,-0.166575,-0.0353276,-0.111494,-0.0738025,-0.155349,-0.0829133,-0.152643,-0.126247,-0.0932906,-0.0811386,-0.0198257,0.0842598,-0.0640127,-0.0556497,-0.127056,0.210349,-0.087929	-0.118981,-0.0326432,-0.0941795,-0.00462148,-0.0427818,-0.13612,-0.0180314,-0.00667037,-0.0175047,-0.112769,-0.0725838,-0.0155515,-0.061413,-0.0394962,-0.146476,-0.10063,-0.218195,-0.196725,0.0982393,-0.113734	0.00235537,-0.169268,-0.0949515,-0.162078,0.0074654,0.025005,-0.0558454,-0.148833,-0.0655037,-0.0405719,-0.0541596,-0.0778521,-0.0198243,0.0196859,0.227923,0.036855,0.164543,0.0714551,0.114475,0.0260659
0.0446102,0.0265351,0.137593,0.0835175,0.0307541,0.171195,0.0472288,0.0372293,0.0773631,0.170566,0.0783669,0.0541328,0.0459059,0.0465458,0.182104,-0.0623816,0.0721631,0.0175027,-0.13618,0.0401743	0.00960931,0.0299678,0.119489,-0.000135925,-0.000272405,0.15284,-0.0765556,0.0740886,-0.00777031,0.0336186,0.0788103,-0.0115042,-0.00922968,0.115599,0.137626,0.12741,-0.0287758,0.0294071,0.101941,0.0386184	0.0350159,-0.00343552,0.0184068,0.0836524,0.0310263,0.0188483,0.123338,-0.0369613,0.0850822,0.137737,-0.000446163,0.0655961,0.0551123,-0.0694266,0.0456216,-0.188295,0.10073,-0.0119105,-0.234861,0.00155829
-0.101004,-0.0782154,-0.0134551,-0.0897183,-0.0306477,-0.00240563,-0.0058363,-0.128584,-0.0505867,0.00272282,0.0586706,-0.0895273,-0.0793419,-0.0542083,0.0713479,-0.0416769,-0.385194,0.0668467,0.0854222,-0.078122	-0.0504622,0.050692,0.0296463,-0.046966,0.00937654,-0.0468529,0.00997831,0.00899187,0.0173322,-0.0516738,0.00230805,-0.0740615,-0.0270687,-0.145251,-0.0798914,-0.393949,-0.380682,-0.0404858,-0.327402,-0.0413125	-0.050801,-0.128398,-0.0430843,-0.0429332,-0.0400128,0.0444523,-0.0158137,-0.137417,-0.0678594,0.054389,0.0563702,-0.015569,-0.0523858,0.0917657,0.150382,0.358152,-0.0052874,0.107043,0.401592,-0.0369287
-0.107976,-0.200059,-0.122576,-0.155548,-0.0794336,-0.139125,-0.0936838,-0.124798,-0.0923669,-0.17378,-0.091737,-0.137384,-0.098676,0.0757637,0.0911067,0.03935,-0.0718232,-0.0885617,0.0425056,-0.0893062	-0.0710768,-0.0130204,-0.0204248,0.0604839,-0.0291386,-0.175391,0.0419103,0.055181,0.0233231,-0.0803818,0.00329248,-0.0433986,-0.00706472,-0.0451302,-0.0228319,-0.22349,-0.162244,-0.149799,-0.360281,-0.0619818	-0.0371846,-0.187528,-0.102407,-0.214018,-0.0504117,0.0371734,-0.135064,-0.178748,-0.115441,-0.0947219,-0.0950008,-0.0945495,-0.0916752,0.120482,0.113702,0.260549,0.0914869,0.0620609,0.396711,-0.0274765
0.0595639,0.0800196,0.14683,0.0857752,0.146529,0.251549,0.103076,0.103484,0.141871,0.161802,0.141431,0.172555,0.211895,0.165982,0.0841724,0.175676,0.232377,0.072771,0.0717589,0.0069237	0.0599601,0.103448,0.12837,0.04006,0.163872,0.221436,0.049941,0.168868,0.101961,0.065392,0.17911,0.135342,0.223743,0.139745,0.161847,0.118937,0.173847,0.0960061,-0.0744974,0.0484874	-0.000397667,-0.0236242,0.0188147,0.0458729,-0.0177699,0.0318895,0.0534101,-0.0665465,0.0404953,0.0974405,-0.038659,0.0381023,-0.0124378,0.0268606,-0.0787476,0.0579497,0.0609934,-0.0233986,0.145479,-0.0415777
-0.115821,-0.167537,-0.125793,-0.196002,-0.0918204,-0.134282,-0.145889,-0.186367,-0.127773,-0.218202,-0.150847,-0.174,0.0568182,-0.114713,0.108051,-0.0529397,0.0350043,0.133012,0.0891594,0.400796	-0.1338,-0.104198,-0.0649748,-0.027693,-0.0828103,-0.122936,-0.0221508,-0.146733,-0.0781407,-0.0419543,0.0196893,-0.0832408,0.116447,-0.157214,0.145255,0.127234,-0.171853,0.197519,0.0857788,0.384598	0.0182627,-0.0644649,-0.0613189,-0.169228,-0.00907912,-0.0115367,-0.124139,-0.0407487,-0.0501324,-0.177876,-0.170031,-0.092093,-0.0600255,0.0432818,-0.0377979,-0.178968,0.205621,-0.0662472,0.00340663,0.0191498
0.0107108,0.0203723,0.0589935,-0.0276908,-0.0211966,-0.0358347,0.0039576,-0.0614439,0.00349762,-0.0167095,-0.0199887,-0.0405866,-0.0827198,-0.200043,-0.211201,-0.326225,-0.27152,-0.148477,-0.245423,-0.112642	-0.0385073,-0.074079,0.00230249,-0.109719,-0.0401003,-0.0245872,-0.0645331,-0.119977,-0.0968665,-0.0669309,0.0714507,-0.0956438,-0.118602,-0.146195,-0.00552956,0.017134,-0.345436,-0.0226904,0.0526316,-0.0984942	0.0491979,0.0943089,0.0566987,0.0822785,0.0189197,-0.0112574,0.0684732,0.0589677,0.10033,0.0502777,-0.091309,0.0552717,0.0362375,-0.0554708,-0.205912,-0.341451,0.0815674,-0.126212,-0.294253,-0.0143062
-0.0610928,-0.0580527,-0.0581547,-0.00429017,-0.103408,-0.164914,0.0156819,-0.0164766,0.0179218,-0.0891942,-0.054677,-0.00493241,-0.106935,-0.0337319,-0.0689708,-0.157937,-0.0484725,-0.177601,-0.224231,-0.13438	-0.0949211,-0.203618,-0.165483,-0.223894,-0.129459,-0.162324,-0.160953,-0.112001,-0.129531,-0.267118,-0.102396,-0.13895,-0.176228,0.0553606,0.116859,0.0737992,-0.014346,-0.0903628,0.0886738,-0.112701	0.0340257,0.147307,0.108371,0.219815,0.0264046,-0.00266146,0.17619,0.0957012,0.147112,0.182266,0.0479879,0.13411,0.0706236,-0.0889265,-0.184344,-0.229067,-0.0341503,-0.0886614,-0.306805,-0.0220126
0.24155,0.221131,0.186192,0.286603,0.227544,0.239441,0.303977,0.240931,0.286713,0.234869,0.247392,0.175582,0.0355487,0.207679,0.15543,0.181788,0.379902,0.118626,0.241398,0.0812357	0.226961,0.188305,0.107886,0.248151,0.207803,0.296913,0.259102,0.209807,0.242387,0.207062,0.268856,0.210301,0.0122757,0.17242,0.157156,0.201373,0.17104,0.212901,0.117662,0.0652174	0.0154353,0.0342514,0.0799121,0.0413966,0.0207207,-0.0618716,0.0487117,0.0327808,0.0476372,0.0292286,-0.0229929,-0.0360502,0.0232831,0.0365685,-0.00176929,-0.0203285,0.223377,-0.0967173,0.127354,0.0161036
-0.0149674,-0.108541,-0.109997,-0.0551664,-0.0252143,-0.0326915,-0.0415454,-0.103706,-0.036651,0.00853679,-0.032753,-0.0375802,0.0507127,-0.0152832,-0.131413,-0.124123,-0.150129,-0.292332,0.158073,-0.377086	0.0025641,-0.00738197,-0.0384481,-0.0451327,0.0198734,-0.052828,-0.0502963,0.0179571,0.0371041,-0.0710804,0.0115378,0.00729087,0.00709406,-0.0935172,-0.165946,-0.0916612,0.13052,-0.013363,0.0398482,-0.111927	-0.0175308,-0.101241,-0.0718525,-0.0100587,-0.0450651,0.0201713,0.00876923,-0.121437,-0.0736549,0.0795689,-0.044274,-0.0448588,0.0436344,0.078346,0.0353031,-0.0328349,-0.275256,-0.280063,0.118974,-0.276844
