-0.0135358,-0.0903833,-0.0279159,0.0262056,0.0578282,-0.00904547,0.00690874,-0.00980224,0.0688323,0.161144,0.0307836,0.0394643,0.0177016,0.0338201,-0.0249324,-0.0550336,0.00927406,-0.158017,0.180103,-0.374896	-0.0503734,-0.0730763,-0.175345,0.0149388,-0.0189688,-0.153862,-0.0207813,-0.0312921,-0.00441609,-0.0839558,-0.0212578,0.0450628,-0.0894922,-0.0399714,-0.0331545,-0.0432183,-0.0183515,-0.000919118,0.0873173,-0.148568	0.0368627,-0.0174221,0.148154,0.0112712,0.0767128,0.145018,0.027686,0.0214964,0.0732261,0.241828,0.0520073,-0.00560852,0.107024,0.073692,0.00822891,-0.0118435,0.0276208,-0.157121,0.0942681,-0.239677
0.0509619,0.00635393,0.0588552,0.0250609,-0.00220143,0.157067,0.0164211,0.0603935,0.0489146,0.0650888,0.065023,-0.00187753,-0.00058812,0.105403,0.218409,0.121386,0.311534,0.166577,0.178967,0.049457	0.0621942,-0.00348059,0.0398095,0.0145996,0.0161132,0.131466,-0.0822456,0.0569039,0.00107628,0.0320329,0.11835,0.0370648,-0.0344697,0.132233,0.253009,0.190643,0.127547,0.209281,0.0763616,0.0540979	-0.011268,0.0098343,0.0190904,0.0104651,-0.018314,0.0261416,0.0985336,0.0035016,0.0478408,0.0331249,-0.0537405,-0.0389396,0.0338823,-0.0272094,-0.0366236,-0.0708979,0.1916,-0.0442458,0.104027,-0.00465333
-0.0455674,-0.111144,-0.145776,-0.0814503,-0.0678126,-0.044466,-0.0684416,-0.160598,-0.0905945,-0.0210364,-0.0396758,-0.0872295,-0.103056,0.0409226,-0.0582594,-0.194837,-0.383562,-0.0997916,0.0294534,-0.390193	-0.0158133,0.0174251,0.0051117,-0.0379747,-0.00872044,-0.117468,-0.0392491,-0.0238536,0.0170624,-0.0737864,-0.0174469,-0.0817683,-0.110792,0.00865177,-0.100115,-0.192231,0.00904799,0.0746501,0.0688033,-0.102995	-0.0297756,-0.128321,-0.150776,-0.0436105,-0.0591272,0.073385,-0.0292711,-0.13727,-0.107491,0.052832,-0.0222444,-0.00550038,0.00782504,0.0322823,0.0421007,-0.00270777,-0.391252,-0.173152,-0.0394298,-0.299223
-0.00950999,-0.0942492,0.0413976,0.0314342,0.00642696,-0.0442498,-0.0219862,0.012851,0.0478445,0.133937,0.0548116,-0.0189977,-0.0244944,0.128068,-0.0211954,0.0554672,-0.0279013,-0.122386,-0.045613,-0.380382	-0.0322835,-0.0475391,-0.0425978,0.057305,-0.0443675,-0.228896,-0.00969256,0.0207867,0.0197044,-0.081589,-0.016317,-0.0466338,-0.0861053,0.0951098,-0.0322716,0.0444619,0.176125,-0.078724,0.0132634,-0.130307	0.0227805,-0.0469204,0.0838475,-0.0259175,0.05078,0.186535,-0.0122963,-0.00793779,0.0281667,0.213196,0.0710651,0.0276606,0.0617411,0.0333649,0.0110837,0.0110325,-0.203029,-0.0440871,-0.0588408,-0.263117
0.0664111,0.0629962,0.0627803,0.0293015,0.117801,0.248554,0.0788791,0.130232,0.116415,0.0573524,0.135125,0.125509,0.191585,0.218774,0.132822,0.324684,0.384908,0.236124,0.320108,0.0140081	0.0895881,0.0797243,0.112215,0.0476325,0.153164,0.172053,0.0122946,0.15261,0.103639,0.0463911,0.170369,0.133146,0.181012,0.275249,0.167275,0.366559,0.418601,0.184511,0.341642,0.0329906	-0.0233157,-0.0168126,-0.0497858,-0.0183566,-0.0360123,0.0799191,0.0666491,-0.0228317,0.0129323,0.0109905,-0.0360753,-0.00776671,0.0109529,-0.0600931,-0.0352361,-0.0475324,-0.0401653,0.0539633,-0.0241782,-0.0189913
-0.00651801,-0.0389193,0.0615697,0.0075337,0.00819844,-0.0199778,-0.0720922,-0.0119785,0.0396019,0.132429,0.00704827,-0.0318709,0.171033,-0.0573229,-0.027907,-0.0469993,0.180164,0.193802,-0.00536525,0.133189	-0.0632379,-0.129087,-0.192486,-0.0160697,-0.118544,-0.162438,-0.0907098,-0.156856,-0.11221,-0.0532853,-0.0969163,-0.0727453,0.0857063,-0.0607057,0.0108108,-0.069209,-0.184178,-0.0237329,0.0242244,0.0667802	0.0567433,0.0906234,0.25108,0.0236005,0.12662,0.142924,0.0187402,0.14515,0.15114,0.184413,0.103894,0.0409694,0.0865959,0.00339463,-0.0387061,0.0222822,0.352641,0.216539,-0.0295858,0.0670043
0.0185412,-0.00322234,-0.0341894,-0.0899888,-0.0573871,-0.0553338,-0.0293454,-0.0425638,-0.0281967,-0.123604,-0.0365089,-0.100066,-0.14202,-0.153556,-0.204598,-0.198356,0.0409699,0.0287241,-0.000634518,-0.160767	0.0137042,-0.104124,-0.118517,-0.108891,-0.0760024,-0.0634892,-0.122926,-0.146174,-0.136112,-0.0892912,-0.0214831,-0.0975245,-0.146062,-0.0623532,-0.133227,-0.149864,-0.350886,-0.201659,-0.013467,-0.390842	0.00483826,0.100935,0.0846711,0.0190889,0.0186969,0.00818414,0.0939197,0.104259,0.108331,-0.0346956,-0.0150376,-0.00256681,0.00412817,-0.0920847,-0.0733706,-0.0499775,0.386303,0.229056,0.0128326,0.245502
-0.0495515,-0.0774252,-0.137438,-0.0661553,-0.129908,-0.17057,-0.0184195,0.00601702,-0.0134489,-0.164564,-0.0634896,-0.0622328,-0.155727,0.0165724,-0.0332772,0.0302226,0.21509,-0.00823045,0.0398563,-0.188211	-0.00447427,-0.102761,-0.0195072,-0.0677939,-0.0504549,-0.0714739,-0.0975143,0.0217618,-0.0015124,0.000509251,0.0370932,-0.0267872,-0.109905,0.112094,0.0149166,0.0945975,0.0344002,-0.115132,0.00346784,-0.386119	-0.0450872,0.0255389,-0.118248,0.00164597,-0.0799768,-0.10032,0.0792372,-0.0157469,-0.0119367,-0.16506,-0.100347,-0.0355048,-0.04662,-0.0956992,-0.0481699,-0.0645595,0.182036,0.107003,0.0363934,0.213418
-0.0365495,-0.00844922,-0.0399858,-0.0336852,-0.0523952,-0.0136251,-0.0381724,-0.0751033,-0.0695821,-0.0347599,-0.00879078,-0.0621871,-0.146248,0.0522496,0.0742111,-0.0987778,-0.280226,0.157143,-0.085416,-0.00976404	-0.25592,-0.204716,-0.183446,-0.322576,-0.246092,-0.332868,-0.330425,-0.267182,-0.285416,-0.312044,-0.267821,-0.265309,-0.153519,-0.196231,-0.230553,-0.341774,-0.394768,-0.0755048,-0.180323,-0.146264	0.221442,0.196606,0.14452,0.292064,0.196227,0.320697,0.295986,0.196012,0.220207,0.280324,0.259642,0.20653,0.00743785,0.245958,0.299638,0.251487,0.128789,0.22992,0.0963919,0.136696
0.00440107,-0.00808727,0.074774,0.00741256,-0.0570833,-0.0385193,-0.0361905,0.0260377,-0.020004,-0.031119,0.0298822,-0.064166,-0.0387737,0.0971761,0.00543682,0.0961462,-0.0332074,0.0380303,-0.186913,-0.00203459	-0.277196,-0.258228,-0.22166,-0.260122,-0.29237,-0.435038,-0.309969,-0.220358,-0.279881,-0.339552,-0.274641,-0.240927,-0.122092,-0.107885,-0.182345,-0.137273,-0.21033,-0.165872,-0.247827,-0.160678	0.281254,0.250664,0.291601,0.26702,0.23928,0.403277,0.276884,0.24499,0.26134,0.311727,0.302044,0.179536,0.0837145,0.202933,0.187596,0.230379,0.178368,0.202624,0.0638733,0.158695
0.0201057,0.0672815,0.00547215,0.00616333,0.142244,0.104709,0.0804391,0.0861494,0.086449,-0.00994007,0.0832962,0.144071,0.189181,0.127541,-0.0953873,0.229489,0.180447,0.0545535,0.230487,-0.0345023	-0.136522,-0.117515,-0.0569812,-0.203874,-0.0504491,-0.0487566,-0.242215,-0.0602334,-0.148702,-0.167732,-0.0619697,-0.0277914,0.147518,0.0853747,0.00810169,0.203006,0.125647,0.0581224,0.18493,-0.0396624	0.156199,0.183347,0.0624339,0.209774,0.19132,0.152686,0.316488,0.145627,0.232167,0.158055,0.14452,0.171177,0.0428596,0.0426305,-0.103409,0.0277778,0.0560719,-0.00358032,0.0475849,0.00516726
0.00717196,0.0561779,0.0793861,-0.0195753,-0.0532394,-0.0079328,-0.0722326,-0.000178444,-0.0368845,-0.0473515,-0.0253797,-0.0722961,0.163008,-0.0811558,0.00545234,0.0226655,0.0962271,0.261911,-0.201583,0.487525	-0.0448292,-0.00773874,-0.0719987,0.0456963,-0.0928357,-0.109342,-0.0452132,-0.0475948,-0.0769783,-0.067923,-0.0586815,-0.0325694,0.0350474,-0.0399055,0.142759,0.0604826,-0.0146235,0.272847,-0.156004,0.441202	0.0519844,0.0638889,0.150524,-0.0652132,0.039793,0.101498,-0.027108,0.0474167,0.040208,0.0206379,0.0333515,-0.0398205,0.128696,-0.0413843,-0.137413,-0.0378691,0.110695,-0.0117773,-0.0470588,0.0590177
-0.0337682,-0.00916319,-0.0878497,-0.108503,-0.0523332,-0.202924,-0.0429752,-0.0981474,-0.0773703,-0.183265,-0.10014,-0.0931149,-0.141535,-0.231951,-0.361594,-0.284414,-0.306833,-0.150328,-0.186284,-0.149484	0.0274755,-0.00688817,-0.0187555,-0.0587594,-0.0520576,-0.0340075,-0.0851876,-0.0551193,-0.103693,-0.0952743,0.00865869,-0.0622353,-0.180211,-0.0448902,-0.0002145,-0.0417423,-0.232253,0.0715404,-0.140499,-0.0347936	-0.061187,-0.00227516,-0.0692083,-0.0500629,-0.000276358,-0.170091,0.0423675,-0.0432621,0.0265356,-0.0895541,-0.108705,-0.0310596,0.0396886,-0.189029,-0.361408,-0.245588,-0.0803028,-0.219508,-0.0470158,-0.11529
-0.0993756,-0.0758133,-0.184275,-0.0920312,-0.129385,-0.304321,-0.0340636,-0.0544609,-0.0651655,-0.242649,-0.1294,-0.0611031,-0.151636,-0.0816819,-0.245659,-0.092145,-0.113469,-0.170992,-0.153949,-0.166458	0.00773004,-0.0214728,0.00538358,-0.089185,-0.0981673,-0.062396,-0.0997234,0.0302669,-0.0602608,-0.140142,0.00919732,-0.0617066,-0.119504,0.0756964,0.03767,0.134438,0.0268694,0.0385215,-0.139258,-0.0315962	-0.107023,-0.054429,-0.189471,-0.00286985,-0.0316189,-0.246608,0.0658836,-0.0845883,-0.00492403,-0.106116,-0.138432,0.000605785,-0.0327252,-0.156411,-0.280731,-0.22381,-0.139912,-0.208142,-0.0150132,-0.135575
0.00329463,0.0622366,0.0105465,-0.0252747,0.000357974,0.0259516,-0.0400412,-0.0221655,-0.0165905,-0.0185583,-0.0493605,-0.00628931,0.156099,-0.176052,-0.000460617,-0.0818327,0.0902454,0.244928,0.0441853,0.492652	-0.0122027,-0.000305064,-0.0393729,0.0773279,-0.0370434,-0.0876923,-0.0125681,0.0199601,-0.0120748,-0.0332884,-0.0488464,0.0275543,0.181154,-0.0904177,0.0692289,0.14725,0.269721,0.0828645,-0.0136232,0.458039	0.0154967,0.0625405,0.0498987,-0.102403,0.0374009,0.113386,-0.0274869,-0.042107,-0.00451656,0.0147392,-0.000515287,-0.0338378,-0.0257848,-0.0870191,-0.0696873,-0.226355,-0.183954,0.165421,0.0577737,0.0446999
-0.0487953,-0.0663476,-0.0937287,-0.110174,-0.170122,-0.277961,-0.102922,-0.162524,-0.143414,-0.176185,-0.16783,-0.20421,-0.294643,-0.338606,-0.30375,-0.430855,-0.373075,-0.229237,-0.333584,-0.114131	0.0557807,-0.000415397,0.0147753,-0.035172,-0.0119595,-0.0221231,-0.0602846,0.00423665,-0.0531867,-0.0711264,0.0160849,-0.00942643,-0.0396143,-0.0914441,-0.0735642,0.0576829,0.0574581,-0.0878363,-0.039762,-0.0261026	-0.104292,-0.0659341,-0.108354,-0.0752941,-0.158485,-0.257421,-0.0429039,-0.166646,-0.0909207,-0.106391,-0.18342,-0.195159,-0.25804,-0.255059,-0.235447,-0.47669,-0.421498,-0.144306,-0.297771,-0.0882917
-0.115565,-0.131032,-0.20642,-0.0981778,-0.24414,-0.368937,-0.0962019,-0.130013,-0.137187,-0.238017,-0.2,-0.180841,-0.31284,-0.204521,-0.162815,-0.307268,-0.26739,-0.232202,-0.301863,-0.132999	0.00430012,-0.0157014,-0.0585331,-0.0947651,-0.0577605,-0.0305567,-0.0761687,0.00988894,-0.0466297,-0.121353,-0.0146984,-0.00746269,-0.0786728,-0.0177786,0.032793,0.0306461,0.0572534,0,0.0459644,-0.0297317	-0.119806,-0.115568,-0.149696,-0.00344481,-0.189046,-0.342239,-0.020181,-0.139722,-0.0911399,-0.120135,-0.185848,-0.173613,-0.240076,-0.187424,-0.194569,-0.334762,-0.319749,-0.232202,-0.343067,-0.103677
-0.0678917,-0.0721771,-0.112054,0.0251941,-0.0770957,-0.116456,0.0102453,0.0442716,0.0129562,-0.058636,-0.0291786,0.0358539,-0.0272109,0.153653,0.178396,0.217494,0.203506,-0.0372549,0.0406025,-0.0457903	0.00120536,-0.072314,-0.0652174,-0.0722986,-0.056375,-0.0553821,-0.0404331,0.0300974,-0.0309855,-0.103274,0.031508,-0.0014742,-0.234953,0.145024,0.0348132,0.123473,-0.0327977,-0.220429,0.00760938,-0.475543	-0.0690914,0.000137646,-0.0471812,0.0973154,-0.0208112,-0.0614701,0.0506574,0.0141932,0.0439241,0.0449097,-0.0606308,0.0373261,0.209079,0.00882569,0.144481,0.0966157,0.234737,0.18469,0.0330033,0.439319
